id,name,streetAddress,postalAddress,email,addressHeadOffice,tel,cell,fax,businessType,registeredNum,vatNum,Contact Person,registeredName,commencementDate,statusId,comment
77,Cafe Barcelona,Barnard Str  Shop 34 Elardus Park Shopping Centre  Elarduspark  0181,,,,012-3453602,,,REST,,,,New Dilions Enterprises cc                        ,3/1/97,2,
78,Cafe Bellissimo,Shop G32  Menlyn park Shopping centre  Menlyn  0084,P.O.Box 39414  Faerie Glen,,,012-3681148,,,-1,,,,,,0,
735,Cafe Blue Print,Old Jhb & Cresent,P.O. Box 2343  Rooihuiskraal X20,,,6618700,,,CAFE,,,,,2/16/04,0,
632,Cafe Bugatti - Hatfiled,1066 Burnett Str  Hatfield,P.O.Box 33018  Glenstantia  0010,,,012-3625467,,012-3625468,REST,,,,Annual Trading 0024cc                             ,1/1/04,0,
73,Cafe Bugatti - Montana,LG 78 Kolonnade Centre  Zambesi Drive  Montana,P.O.Box 3114   Montana  0159,,,012-5485260,,,REST,,,,,9/18/98,2,
1196,Cafe Bugatti Brits,Shop 38  Platinum Mall  Cnr Hendrik Verwoerd & Crocodile Street  Brits,,elrikava@tiscali.co.za,,2500238,,2500230,REST,,,,Roselake Trading 101 cc                           ,7/21/08,2,
1421,Cafe Bugatti Brooklyn,Shop 34  Brooklyn Mall  Bronkhorst Str  Brooklyn,As per Physical,dino@cafebugatti.co.za,,012-346 5353,,012-346 5333,REST,,,,,1/1/03,2,
1490,Cafe Bugatti Irene,shop 132 Irene Village Mall  Nelmapius,Private Bag X1  Stand 2118  irene Farm Village,paizesb@gmail.com,,012-6620445,,866938538,REST,,,,Paizonia cc                                       ,5/1/11,2,
1047,Cafe Bugatti Retail Park,Cnr lois & Garsfotnein Rd  Menlyn Park,P.O. Box 193  Newlands  Pretoria,,,3488775,,3488753,REST,,,,,6/5/05,2,
1483,Cafe Bugatti The Grove,Shop L46  The Grove Shopping Centre  Pretoria,P.O. Box 35883  Menlo Park  0102,titalacc@icon.co.za,,012-362 2445,,012-362 1519,REST,,,,Twin Cities Trading 358                           ,6/1/11,2,
74,Cafe Burgundy's ,Cnr Roger De Beer & Burger Str  North Park,P.O.Box 93329  Boardfontein 0201,,,012-5464229,824621908,,-1,,,Gerrie Pieterse                                   ,Wilhelm Str 883 BK                                ,1/2/02,2,
75,Cafe Burgundy's - Waterglen,Cnr Gen Louis Botha & Garstfontein Rd  ,P.O.Box 35826  Menlo Park,,,012-9983792,825715480,,REST,,,,Voortrekker Trust (MC Wait)                       ,11/1/02,2,
774,Cafe Burgundy's SA Mint,R101  SA Mint Grounds  Centurion,P.O. Box 56110  Wierda Park  0149,,,6619539,,,REST,,,,,,2,
1236,Cafe Casablanca,Lynnwood Rd,"Postnet 478  Private Bage X10,   Elarduspark",loumar@telkomsa.net,,"3,612,886",,,REST,,,,Loumar Beverages cc                               ,11/19/07,2,
76,Cafe Connexion,59 Garsfontein Rd  ,P.O.Box 39457  Garsfontein,,,012-346 5050,,,OTHER,,,,,9/1/00,2,
62,Cafe Dawsons,254 Tangerine Str  Laudium,,,,012-3741873,,,CAFE,,,,,1/1/96,2,
1422,Cafe Delizioso,Shop 82 Doringkloof Mall  Lupin Rd  Dooringkloof,39 Hibuscus Ave  Irene,maurag@interexcel.co.za,,012-667 2514,,,CAFE,,,,,1/1/08,2,
622,Cafe Denese,Cnr Lyttleton & Riverview Rd  Clubview  ,P.O.Box 54605  Wierda Park  0149,,,,,,CAFE,,,,,10/23/04,-1,
892,Cafe Duilce Wonderpark,298 Wonderpark Mall  Heirrich Ave  Wonderpark,As above,,,"5,497,089",,,CAFE,,,,Xtraprop                                          ,11/15/05,2,
79,Cafe Dulce Rustenburg,Waterfall Mall  Rustenburg,Private Bag 82329  ,,,014-5373986,,,REST,,,,,7/23/01,2,
59,Cafe Dulce-Centurion,Shop 16B   Cnr Gordon Hood & Embankment,Postnet 183  Private Bag X11  Midrand,,,012-6431556,,012-6431556,REST,,,Hugh Verdom                                       ,All Craze Pty Ltd                                 ,12/19/02,2,
968,Cafe Elita,Michael Brink Str  Gezina  Pta,P.O. Box 908158  Montana  0150,,,"3,350,005",,"3,350,005",FUNC,,,,,5/1/06,2,
21,Cafe Felicity's,Augurabies  Waterfall Mall Shop 4,P.O.Box 2222  Rustenburg,,,014-5373122,,,OTHER,,,Felicity Pretorius                                ,Braskot                                           ,7/23/03,2,
893,Cafe Fino,Wonderpark Centre  Shop 30G,P.O. Box 16A  Brooklyn   0011,,,5970492,,,REST,,,,,12/20/05,2,
713,Cafe Frescatti,Shop 321 Brooklyn Mall  Veale Str  ,P.O. Box 95477  Waterkloof   0145  ,,,012-4604777,,,OTHER,,,,Four-a-day cafe c.c.                              ,10/1/97,2,
1593,Cafe Grande,Cnr Jacobson Avenue & Lynnwood Rd,P.O. Box 76329  Lynnwood Ridge,cafegrande@buzzmail.co.za,,012-348 2229,,,-1,,,,Brandhoek Botha investment cc                     ,6/1/12,2,
61,Cafe Grenadine,Shop 7 Hillcrest Boulevard  Lynnwood Rd,,,,012-3623610,,012-3470096,CAFE,,,,,8/1/03,2,
1048,Cafe Grenadine Moreleta Park,1221 Wekker Str  Moreletta Park,,,,9974659,,,REST,,,,,9/1/06,2,
1210,Cafe La'toinette,148 Kerk Str  Femina Building  Rustenburg  0299,,cafe@exclusivemail.co.za,,828885031,,829002768,REST,,,,,2/2/08,2,
604,Cafe Le-Re,264 Ben Viljoen Str  Pta North,P.O.Box 906-461  Magalieskruin,,,012-5461988,,,REST,,,,,6/1/04,2,Previously Forum Koffiekroeg Rest
635,Cafe Milano,Cnr 13th Street & Mchen Ave  ,,,,012-3475078,,,REST,,,,Vicdtoria Christi cc                              ,1/1/04,2,
806,Cafe Nescafe - Brooklyn,"Shop 41,Cherylane Centre,  c/o Fehrsen & Middle Str  Brooklyn","P.O. Vox 12262,  Queenswood  0121",,,,,,REST,,,,Advanced Concepts & Solutions                     ,10/1/03,0,
800,Cafe Nescafe Hatfield,Shp 5/6  Hatfield Square  Burnett Str  Hatfield,P.O. Box 12262  Queenswood  0121  ,,,3622134,,,REST,,,,,9/1/04,2,
636,Cafe Paradiso,Greenlyn Village Centre Shop 13  13th Str  Menlo Park,P.O.Box 12723  Queenswood  0121,,,012-3465370,,,REST,,,,,10/1/91,-1,
633,Cafe pigale,Cnr Koedoe & Chris Hougaard Str  Wierda Park,P.O.Box 46  Wierda Park  0144,,,012-6542276,,,CAFE,,,,,2/1/04,2,
1140,Cafe Royal,659 Van Der Hoff Rd  Pretoria Gardens,,,,"3,793,981",,,REST,,,,,,2,
72,CafeDulce,Waterfall Mall  Rustenburg,Private Bag X 82329,,,014-5373986,,,REST,,,,,7/23/01,2,
1551,Calabash Restaurant,Plot 570 Kameeldrigt East  Wewer Str  Pta,P.O. Box 1923  Rooihuiskraal  0154,perfectchefcaterers@gmail.co.za,,012-524 3712,,012-333 0650,REST,,,,,10/1/11,2,
734,Calgary Spur,"Shop 25, Willow Way Centre  Lynnwood Rd  Willows",P.O. Box 36432  Menlo Park,,,8073126,,,REST,,,,Pty Trade 149 (Pty) Ltd                           ,10/1/04,2,
715,Califonria Spur ,Brooklyn Square  Cnr Middle & Veale Str  Brooklyn,,,,012-4600918,,,REST,,,,M.J. Wassob                                       ,7/1/03,0,
63,Camelot Restaurant/Blue Pepap Rest,Shop 86  Cinema Level  Centurion Centre,P.O.Box 11867  Centurion  0046,,,012-6631954,,012-6632246,REST,,,,Ast Africa 105cc                                  ,1/1/02,0,
1188,Camelot/Blue Pepper Montana,"Shop 20 Zambesi Junction  Cnr Zambesi & Bredt Strs,   Montana",,,,"5,485,061",,"5,484,537",REST,,,,Street Spirit Trading 67                          ,1/1/08,2,
64,Cantina Ole,Plot 335  Naauwpoort  Witbank,P.O.Box 3426  Witbank  1035,,,013-6911682,,,REST,,,JPW Viljoen/SCP Balanco/VC Stratford/AH Vosloo    ,El Paso cc                                        ,5/29/98,2,
977,Cape Town Fish Market Rustenburg,"Shop 213, Waterfall Mall  Augrabies Ave  Cashan  Rustenburg0300",Postnet Suite 4441  P/Bag 82323  Rustenburg  0300,,,014-5373663,,014-5373623,REST,,,,Lenlogrow (Pty) Ltd                               ,8/1/06,2,
1160,Cape Town Fish Market Silverlakes,Cnr Von Backstrom & Hans Strydom  Silver Lakes,"Suite N25, P/Bag X 30   Lynnwood Ridge",SILVERLAKES@CTFM.CO.ZA,,"8,092,936",,,REST,,,,Elyon Genes Pty Ltd                               ,9/10/06,2,
1087,Cape Town Fish Market -Southdowns,Shp 15 Southdowns Shopping Cntr  Cnr John Vorster & Nellmapius Rd  Southdowns  Irene,P.O. Box 12144  Centurion  0046,southdowns@ctfm.co.za,,012-665 2074,,866190829,REST,,,,,4/17/07,2,
660,Cape Town Fishmarket Menlyn,Cnr Lois & Atterbury  Menlo Park  Pretoria,P.O. Box 1097  Menlyn Centre,,Unit 2 The Edward  13 Blouberg Rd  Tableview  744,012-3681663/1667,,,REST,,,,Cherry Creek Trading 82 Pty Ltd                   ,12/1/03,2,
623,Capeesh,Cherry Lane Mall  Cnr Fehrsen & Middel Str  Brooklyn,Postnet Suite 152  Private Bag X06  Waterkloof   0145,,,,,,REST,,,,,,2,
686,Capital Chinese Restaurant,Burnett Str,,,,012-3626555,,,-1,,,,,,0,
1166,Capital Plants,196 Venterstreet   Capital Park  0084,P.O. Box 25388  Gezina  0031,capitalplants@telkomsa.net,,"3,257,818",,"3,257,818",OTHER,,,,,12/1/06,2,
1332,Cappello Hatfield,1080 Burnett Str  Hatfield Piazza  Pretoria,P.O. Box 54021  Ninapark  0156,thipe@capello.co.za,,012-362 6562,,012-362 7927,REST,,,,Pride Coffees cc                                  ,5/1/10,2,
1333,Cappello Sunnypark,Shop L3-23  Cnr Jeppe & Esselen Str  Sunnypark Centre  Sunnyside,"618 Charles Obermayer Str  Phillip Nel Park  Pta-West,  0189",bodibesibusiso@yahoo.com,,012-341 2850,,"866,582,099",REST,,,,Mafuleng Investments                              ,11/4/08,2,
1313,Cappuccines Wonderboom,"Shop G02,Wonderboom Junction  Cnr Lavender West/Braam Pretorius  Annlin West   Pretoria",P.O. Box 1077   Menlyn Central  0077,cappuccinoswonderboom@ive.co.za,,123430771,,125430781,REST,,,,Famosi cc                                         ,10/25/08,2,
66,Cappuccino Restaurant & Coffee,Shop UF 16  Menlyn Shopping Centre  Cnr Lois & Atterburg  Menlyn,P.O. Box B5025  Menlo Park,,,012-3681328,82466313,,REST,,,,,6/13/00,2,
1334,"Cappuccino""s Witbank",Saveways Crescent  Witbank,P.O. Box 36292  Menlo park  0102,george@menlospar.co.za,,013-656 3134,,"866,752,346",REST,,,,,11/16/09,2,
663,Cappuccino's Cafe & Pizzeria Brooklyn,"Shop 24 & 25  Brooklyn Square  Cnr Veale & Middel Str  Brooklyn, Pta",P.O. Box 2020   Edenvale  1610,,,012-460 4145,,,REST,,,,Early Moon Trading 34 cc                          ,11/1/04,2,
71,Captain Dorego - V/D Walt Str,89 Van Der Walt Str  Pretoria,P.O.Box 2271  Edenvale  1610  ,,,012-3211942,,,SNACK,,,,GC Fast Foods No 5cc                              ,3/1/01,2,
80,Captain Dorego's,235 Poley's Arcade  ,P.O.Box 13201  The Tramshed  0126,,,012-3241940,,012-3241944,SNACK,,,,Above Average Trading Corp 12cc                   ,1/1/02,2,
67,Captain Dorego's ,Cnr Waltloo & Stormvoel  Shop A1  Mamelodi,P.O. Box 90723  Garstfontein  0042,,,,834175577,,FISH,,,J. Maartens                                       ,Miso House cc                                     ,7/1/03,0,
65,Captain Doregos - Pretorius Str,235 Polleys Arcade  Pretoria,P.O. Box 2271  Edenvale,,406 Eden Mall  Van Riebeeck Rd  Edenvale,012-3241940,,,FISH,,,,GC Fast Foods No 9cc                              ,2/1/03,2,
81,Captain Dorego's-Sunnyside,Cnr Troye & Esselen Str  Sunnyside,P.O.Box 970  Kimberley,,,012-4405751,,,SNACK,,,,G.C Fast Foods no 6cc                             ,5/1/01,0,
1041,Captain John's Take Away,4 Bergsig Centre  454 Karel Trichard Str  Mountain View  ,,,,3794503,,,CAFE,,,,,1/1/94,2,
687,Caraffa,46 Selati Str  Alphen Park  Pta  0081,,,,012-3463181,,,REST,,,,High Paint Trading 10cc                           ,3/1/03,2,
903,Carany Caterers,268 Hamilton Street  Arcadia  ,P.O. Box 12465  Hatfield  Pretoria   0001,,,"3,412,370",,,FUNC,,,,,12/20/05,2,
70,Caribbean BBQ,Montana Crossing  Zambesi Drive  Montana Park  0159,P.O.Box 12230  Hatfield  0028,,,012-5489352,829262524,,REST,,,,Smokey Topaz                                      ,12/1/00,2,
1084,Carlton Cafe Delicious,Shop 71  13th Street  Menlo Park,P.O. Box 35390  Menlo Park  0102,,,"4,607,996",,,OTHER,,,,,,-1,
68,Casa Jose Restaurant,"Shop 15 Waterkloof Centre  Waterkloof Corner,  Crown & Main Str  Waterkloof",P.O. Box 27528  Sunnyside  0132,,,012-4608068,825520134,"4,608,068",REST,,,,Texco Inv. cc                                     ,7/1/93,0,
1085,Casa Toscana Lodge,5 Darlington Rd  Lynnwood Manor  Pta,P.O. Box 270  Persekor Park  0020,anelle@casatoscana.co.za,,"3,488,820",,"3,612,277",REST,,,,,1/1/07,2,
1115,Casanova Pizzeria,Shop 4 Vista Do Sol Centre  Voortrekkers Rd,P.O. Box 16855  Pretoria North  0116,,,"3,299,410",,"3,299,589",OTHER,2005/106455/23,4690229405,,,1/1/07,2,
82,Cashbah Burgerbox,682 Pretoria Rd  Silverton,,,,012-8047407,,,RH,,,,,6/1/97,2,
775,Cashbah Eats,"Centurion Crescent Shp;ing Centre,  Lenchen South  Zwartkops",P.O. Box 15656  Sinoville  0129,,,"6,635,149",,,SNACK,,,,,,0,
83,Cashbah Pta North,726 President Steyn Str  Pretoria North,P.O. Box 17789  Pretoria North  0116,,,012-5461436,,,RH,,,,Theos Roadhouse cc 98/49128/23                    ,1/1/00,2,
84,Castle Walk Supermarket,Cnr Nossob & Lois Str  Erasmuskloof,P.O.Box 95335  Erasmusrand 0165,,,012-3476575,,,OTHER,,,,,2/7/99,2,
856,Castlewalk Cellars,Shop 30 Castle Walk  Cnr Lois & Nassob  Erasmuskloof,P.O. Box 11437  Erasmuskloof  0048,,,3477191,,3477193,-1,,,,,8/25/05,2,
85,Catalino's Pizza Pasta,2 Scott Str,P.O.Box 1  Hartbeespoort,,,012-2530552,,,REST,,,,,,2,
1162,Catle Baron Silver Lakes,1 Silver Lakes Rd  Silver Lakes,25 Ratel Ave  Lydiana  0184,cbs@telkomsa.net,,"8,092,760",,"8,092,767",REST,,,,,10/2/07,2,
1232,Cattle Baron Centurion,Cnr Lenschen & Old Jhb Rd  Shop 73  Centuruion Lifestyle Centre,P.O. Box 1013  Rooihuiskraal,cattlebaroncenturion@uiplay.com,,"6,535,146",,"6,535,357",REST,,,,Innovative Heat cc                                ,6/11/08,2,
1165,Cattle Baron The Grill House,Cnr Graffenheim & Brits Rd  Nina Park,P.O. Box 54601  Nina Park  0156,driescb@lantic.net,,"5,427,487",,"5,427,489",REST,,,,PMCG Property Investment                          ,11/13/07,2,
1059,Catzbin Coffee,Cnr Braam Pretorius.Gryshout Str,983 Van Den Heever Str   Daspoort  0082,Kobus m@absamail.co.za,,"5,674,465",,"5,674,465",REST,,,,Decatos Coffee                                    ,8/1/06,-1,
978,Caveman's pub & Grill,Shop No 1   Cnr Jack Hiden & Gerit Maritz,P.O. Box 7935  Pta  0001,,,,,,OTHER,,,,,,2,
724,CCM Cafe & Fast Foods,360 Van Der Hoff Street,,,,,,,SNACK,,,,,9/1/04,2,
1020,Cental Milk Shop,166 Schoeman Str  Pta  0002,,,,"3,237,224",,,CAFE,,,,,4/1/99,2,
86,Central Cafe,12 Chuck Str  Bronkhorstspruit  1020,P.O.Box 2027  Bronkhortspruit,,,013-9322175,,,-1,,,,Aucat Cleaners cc                                 ,,2,
1335,Central Fish & Chips,50 Railway Street  Brtis  0250,P.O. Box 1318  0250,,,012-2525035,,012-252 5035,FISH,,,,,,2,
790,Central Station Mini Supermarket,"360 Mitchel Str,  Pta West  Pta",P.O. Box 4191  Pretroia  0001,,,,,,-1,,,,,,2,
615,Centurion Conference Centre,Cnr Hendrik Verwoerd & Gordon Hood,P.O.Box 10166  Centurion  0046,,,012-6633544,,,OTHER,,,,Reef Royal Ranch                                  ,11/1/00,2,
1336,Centurion Gate Fishmonger,Cnr John Vorster Drive & Akkerboom Str  Centruion,P.O. Box 11302  Centurion  0046,,,012-643 1429,,"865,039,552",REST,,4040227375,,Blue Atlantic Restaurant cc                       ,9/1/06,2,
1550,C'est La Vie Party Solutions,211 End Str  Clubview  Centurion  0157,34 Die Uitsigpad  Eldoraigne  Centuion  0157,johan@jvrhrs.co.za,,,,,REST,,,,,3/1/12,2,
891,Champion Tavern & Restaurant,164 Bloed Street   Pretoria,P.O. Box 38578  Faerie Glen   0043,,,9913547,,,REST,,,,,1/30/06,2,
1423,Chang Tiang,Shop 10  Doringkloof Mall,,,,012-667 6556,,,-1,,,,,6/1/10,2,
1123,Channel M,193 Bosman Str  Pta,1208 Moulton Ave,michaeilj@worldonline.co.za,,"3,266,966",,"3,266,966",REST,,,,,1/1/03,2,
920,Chatters Cofee Shoppe Witbank,Shop 13 Highlsnd Mews Centre  Klipfontein Witbank,"P.O. Box 12288  Leraatsfontein,  1035",eastauto1@lantic.net,,013-6924405,,866754852,OTHER,,,,,10/18/05,2,
588,Chatters Coffee Shop,Cnr Watermeyer & Hans Strydom  Highland Mews  Shop 13,P.O. Box 13411  Leraatsfontein  1038,,,013-6927539,,,OTHER,,,,Tovani Trading 91cc                               ,3/1/04,2,
970,Check & Save S/Markt,199-201 Koester Str  Kwaggasrand,P.O. Box 34  Silverton  0127,,,"3,868,737",,"8,042,516",-1,,,,,4/1/06,2,
807,Cheeky Monkey Bar,Cnr Duncan & Hilda Str  Hatfield,P.O. Box 14086  Hatfield,,,3625353,,,REST,,,,,9/1/03,2,
1479,Cheeky Monkey Hatfield Square,Shop 36  Hatfield Square,P.O. Box 14086  Hatfield  Pretoria,accounts@cheekymonkeybar.co.za,,,,,REST,,,,Elvira Trading 19                                 ,5/1/11,2,
637,Cherry Creek Pty Ltd,South Street  Hatfield,P.O.Box 10255  Wapadrand,,,012-3623254,,,REST,,,,,11/13/03,2,
1307,Cherry On Top Cafe,"Shop 29,North Park Mall",P.O.Box 16219  Pretoria North  0116,cherryontop@webmail.co.za,,012-546 4140,,012-546 5449,REST,,,,,4/1/08,2,
1229,Cheungs Kitchen,74 Herome Str  Lynnwood  Pretoria,P.O. Box 4191  Pretoria   0001,,,"3,481,397",,"3,476,417",REST,,,,,1/1/08,2,
1145,Chicken At Kristies cc/L.P. Artisan Recruitment,Maxcity Shop 13A  Mahube Valley  Mamelodi,P.O. Box 908-577  Montnat  0151,uranus@global.co.za,,,823194060,5430745,OTHER,,,,,12/14/07,2,
49,Chicken Licken,117 Van Der Walt Str,P.O.Box 13987  Laudium  0037,,,012-3243837,,,SNACK,,,B.Kooverjie/R.Chhana                              ,Bharaj Freight Chicken                            ,3/4/03,2,
1345,Chicken Licken  Soshanguve,Shop 16  Soshaguve Plaza,P.O. Box 14666  Laudium  Pta  0037,chilik5@chilikgroup.co.za,,012-790 3786,,012-790 3768,REST,,,,Chilik Trading                                    ,11/1/09,2,
1469,Chicken Licken Arcadia,473A Benstra Building  Church Street  Arcadia,P.O. Box 26003  Monument Park  0105,,,"123,413,850",,012-324 4574,CAFE,,,,Maphuti Supermarket                               ,12/1/03,2,
1337,Chicken Licken Bloed Str,Cnr Bloed & Van Der Walt Str  Pretoria,P.O. Box 13987  Laudium,,,012-323 5631,,012-323 4271,SNACK,,,,Bharaj Fried Chicken                              ,4/16/10,2,
1436,Chicken Licken Central House,Cnr Central & Pretorius Str  Pretoria,,bahakoop@yahoo.com,,012-3230226,,012-323 0226,SNACK,,,,Arman Chicks                                      ,10/15/09,2,
1489,Chicken Licken Centurion Mall,Shop GF 25 Centurion Mall  Cnr Gordon Hood/Embankment Rd  ,P.O. Box 13249  Laudium  0037,shounzamar@gmail.com,,126431515,,,SNACK,,,,Parahelic cc                                      ,10/1/08,2,
791,Chicken Licken Eastlynne,"Twin Palms Shopping Cntr,  Cnr Malgas/Baviaanspoort Rd  East Lynne",,,,8003565,,,SNACK,,,,,7/20/05,2,
1492,Chicken Licken Hartbeespoort,Cnr Hendrik Verwoerd & Madle Ridge Drive,Suite 58  P.O. Box 355  Hartbeespoort  0216,marius.hss@webmail.co.za,,012-2501860,,012-250 1861,SNACK,,,,Marius Harmes cc                                  ,6/3/11,2,
1636,Chicken Licken Laudium,280 Tangerine Str  Laudium  0037,P.O. Box 14666  Laudium  0037,chilik6@chilikgroup.co.za,,012-374 5857,,012-374 5656,-1,,,,Lebogile Trading                                  ,7/19/12,2,
1147,Chicken Licken Lyttelton,"Shop 32, Lyttelton Shopping Centre  Cantonment Ave  Lyttelton",P.O. Box 53004  Wierdapark  Centurion  0149,CL.Lyttelton@gmail.com,,6440363,,8665165583,SNACK,,,,Praxos 138 cc                                     ,6/24/04,2,
87,Chicken Licken Mabopane,Shop No 88  Central City  Mabopane,P.O.Box 59871  Karenpark  0118,,Same as above,012-7022673,,,SNACK,,,,Centuria 27cc                                     ,9/1/00,2,
88,Chicken Licken Mamelodi Gardens,22102 Hinterland & Broadway Str  ,P.O.Box 59871  Karenpark  0118,,,012-8120234,,,SNACK,,,,Royal Yard Investment                             ,3/1/01,2,
1338,Chicken Licken Pretorius Str,236 pretorius Str  Pretoria,P.O. Box 2813  Pretoria  0001,,,012-326 4038,,,SNACK,,,,,5/10/06,2,
89,Chicken Licken Pta Gardens,Cnr Tuin & Van Der Hof  Pretoria,,,,012-3791510,,,SNACK,,,,,11/1/00,2,
1339,Chicken Licken Quaga Centre,Quagga Centre  Pretoria West,P.O. Box 13097  Laudium,abtrading@telkomsa.net,,012-327 1122,,012-327 0111,SNACK,,,,Abtrading 160 cc                                  ,12/1/09,2,
90,Chicken Licken Rosslyn,Shop 1 Rosslyn Shopping Centre  Cnr Piet RautenbrugRd  Rosslyn,P.O.Box 1561  Rosslyn 0200,,,,,,SNACK,,,,,8/1/00,2,
91,Chicken Licken Rustenburg,22 Van Staden Str  0299,P.O.Box 1438  Rustenburg  0300,,,014-5927141,,,SNACK,,,,G.A. Gopal & Sons (pty) Ltd                       ,,2,
92,Chicken Licken Rustenburg 2,Malan Str  Rustenburg  0297,P.O.Box 1438  Rustenburg  0300,,,014-5926105,,,SNACK,,,,G.A. Gopal & Sons Pty Ltd                         ,,2,
93,Chicken Licken Silverton,Shop 34A   Silvermall  Silverton,c/o 106 Lynburn Rd  Lynnwood Manor  0081,,,012-8048730,,,SNACK,,,,"Ak1111, Fast Foods cc                             ",4/4/01,2,
1340,Chicken Licken Sunnypark,Shop No L3-11  Cnr Esselen & Jeppe Str  Sunnyside,P.O. Box 13771  Laudium  0037  ,c/sunnypark@gmail.com,,012-341 7860,,012-341 7861,SNACK,,,,Big O Trading 56                                  ,3/12/10,2,
1021,Chicken Licken Sunnyside,Cnr Esselen & Troye Str  Sunnyside,P.O. Box 30226  Sunnyside  0132,,,"4,405,033",,,SNACK,,,,,12/15/00,2,
94,Chicken Licken Vermeulen,,,,,012-3212112,,,REST,,,,,7/1/99,2,
95,Chicken Licken Winterveld,8557 Unit A  Mabopane  0190,P.O.Box 911-747  Rosslyn  0200,,,012-7027446,,,-1,,,,,1/1/99,2,
97,Chicken Licken Witbank,4929 Willie Ackerman Drive,P.O. Box 70  Witbank,,,013-6962360,,,SNACK,,,,Yinqaba cc                                        ,10/15/98,2,
